county_name,PercentIDU,State,totalIDU,Legal,sspExist,sspBurden
Hancock County,0,GA,11222,Not Legal,At least one SSP in state,11222
Haralson County,0,GA,11222,Not Legal,At least one SSP in state,11222
Harris County,14.2857142857143,GA,11222,Not Legal,At least one SSP in state,11222
Hart County,18.1818181818182,GA,11222,Not Legal,At least one SSP in state,11222
Heard County,0,GA,11222,Not Legal,At least one SSP in state,11222
Henry County,31.2252964426877,GA,11222,Not Legal,At least one SSP in state,11222
Houston County,39.4648829431438,GA,11222,Not Legal,At least one SSP in state,11222
Irwin County,25.7142857142857,GA,11222,Not Legal,At least one SSP in state,11222
Jackson County,0,GA,11222,Not Legal,At least one SSP in state,11222
Jasper County,0,GA,11222,Not Legal,At least one SSP in state,11222
Jeff Davis County,0,GA,11222,Not Legal,At least one SSP in state,11222
Jefferson County,9.61538461538462,GA,11222,Not Legal,At least one SSP in state,11222
Jenkins County,0,GA,11222,Not Legal,At least one SSP in state,11222
Johnson County,0,GA,11222,Not Legal,At least one SSP in state,11222
Jones County,0,GA,11222,Not Legal,At least one SSP in state,11222
Lamar County,0,GA,11222,Not Legal,At least one SSP in state,11222
Lanier County,0,GA,11222,Not Legal,At least one SSP in state,11222
Laurens County,43.7125748502994,GA,11222,Not Legal,At least one SSP in state,11222
Lee County,0,GA,11222,Not Legal,At least one SSP in state,11222
Liberty County,42.6900584795322,GA,11222,Not Legal,At least one SSP in state,11222
Lincoln County,0,GA,11222,Not Legal,At least one SSP in state,11222
Long County,0,GA,11222,Not Legal,At least one SSP in state,11222
Lowndes County,53.8759689922481,GA,11222,Not Legal,At least one SSP in state,11222
Lumpkin County,0,GA,11222,Not Legal,At least one SSP in state,11222
McDuffie County,0,GA,11222,Not Legal,At least one SSP in state,11222
McIntosh County,0,GA,11222,Not Legal,At least one SSP in state,11222
Macon County,12.5,GA,11222,Not Legal,At least one SSP in state,11222
Madison County,0,GA,11222,Not Legal,At least one SSP in state,11222
Marion County,0,GA,11222,Not Legal,At least one SSP in state,11222
Meriwether County,11.9047619047619,GA,11222,Not Legal,At least one SSP in state,11222
Miller County,0,GA,11222,Not Legal,At least one SSP in state,11222
Mitchell County,7.40740740740741,GA,11222,Not Legal,At least one SSP in state,11222
Monroe County,0,GA,11222,Not Legal,At least one SSP in state,11222
Montgomery County,0,GA,11222,Not Legal,At least one SSP in state,11222
Morgan County,0,GA,11222,Not Legal,At least one SSP in state,11222
Murray County,0,GA,11222,Not Legal,At least one SSP in state,11222
Muscogee County,41.9496166484118,GA,11222,Not Legal,At least one SSP in state,11222
Newton County,33.3333333333333,GA,11222,Not Legal,At least one SSP in state,11222
Oconee County,0,GA,11222,Not Legal,At least one SSP in state,11222
Oglethorpe County,0,GA,11222,Not Legal,At least one SSP in state,11222
Paulding County,34.2105263157895,GA,11222,Not Legal,At least one SSP in state,11222
Peach County,42.2680412371134,GA,11222,Not Legal,At least one SSP in state,11222
Pickens County,0,GA,11222,Not Legal,At least one SSP in state,11222
Pierce County,0,GA,11222,Not Legal,At least one SSP in state,11222
Pike County,0,GA,11222,Not Legal,At least one SSP in state,11222
Polk County,0,GA,11222,Not Legal,At least one SSP in state,11222
Pulaski County,0,GA,11222,Not Legal,At least one SSP in state,11222
Putnam County,0,GA,11222,Not Legal,At least one SSP in state,11222
Quitman County,0,GA,11222,Not Legal,At least one SSP in state,11222
Rabun County,0,GA,11222,Not Legal,At least one SSP in state,11222
Randolph County,28,GA,11222,Not Legal,At least one SSP in state,11222
Richmond County,37.546468401487,GA,11222,Not Legal,At least one SSP in state,11222
Rockdale County,35.1724137931034,GA,11222,Not Legal,At least one SSP in state,11222
Schley County,0,GA,11222,Not Legal,At least one SSP in state,11222
Screven County,13.3333333333333,GA,11222,Not Legal,At least one SSP in state,11222
Seminole County,0,GA,11222,Not Legal,At least one SSP in state,11222
Spalding County,35.8490566037736,GA,11222,Not Legal,At least one SSP in state,11222
Stephens County,14.7058823529412,GA,11222,Not Legal,At least one SSP in state,11222
Stewart County,11.6279069767442,GA,11222,Not Legal,At least one SSP in state,11222
Sumter County,48.1481481481481,GA,11222,Not Legal,At least one SSP in state,11222
Talbot County,0,GA,11222,Not Legal,At least one SSP in state,11222
Taliaferro County,NA,GA,11222,Not Legal,At least one SSP in state,11222
Tattnall County,17.5257731958763,GA,11222,Not Legal,At least one SSP in state,11222
Taylor County,23.0769230769231,GA,11222,Not Legal,At least one SSP in state,11222
Telfair County,25.7142857142857,GA,11222,Not Legal,At least one SSP in state,11222
Terrell County,17.1428571428571,GA,11222,Not Legal,At least one SSP in state,11222
Thomas County,45.3237410071942,GA,11222,Not Legal,At least one SSP in state,11222
Tift County,59.5744680851064,GA,11222,Not Legal,At least one SSP in state,11222
Toombs County,55.2631578947368,GA,11222,Not Legal,At least one SSP in state,11222
Towns County,NA,GA,11222,Not Legal,At least one SSP in state,11222
Treutlen County,0,GA,11222,Not Legal,At least one SSP in state,11222
Troup County,31.7757009345794,GA,11222,Not Legal,At least one SSP in state,11222
Turner County,0,GA,11222,Not Legal,At least one SSP in state,11222
Twiggs County,0,GA,11222,Not Legal,At least one SSP in state,11222
Union County,0,GA,11222,Not Legal,At least one SSP in state,11222
Upson County,9.25925925925926,GA,11222,Not Legal,At least one SSP in state,11222
Walker County,17.1875,GA,11222,Not Legal,At least one SSP in state,11222
Walton County,42.3728813559322,GA,11222,Not Legal,At least one SSP in state,11222
Ware County,45.7746478873239,GA,11222,Not Legal,At least one SSP in state,11222
Warren County,0,GA,11222,Not Legal,At least one SSP in state,11222
Washington County,10,GA,11222,Not Legal,At least one SSP in state,11222
Wayne County,13.75,GA,11222,Not Legal,At least one SSP in state,11222
Webster County,NA,GA,11222,Not Legal,At least one SSP in state,11222
Wheeler County,21.6216216216216,GA,11222,Not Legal,At least one SSP in state,11222
White County,0,GA,11222,Not Legal,At least one SSP in state,11222
Whitfield County,25.4237288135593,GA,11222,Not Legal,At least one SSP in state,11222
Wilcox County,13.0434782608696,GA,11222,Not Legal,At least one SSP in state,11222
Wilkes County,0,GA,11222,Not Legal,At least one SSP in state,11222
Wilkinson County,0,GA,11222,Not Legal,At least one SSP in state,11222
Worth County,0,GA,11222,Not Legal,At least one SSP in state,11222
Adams County,34.2857142857143,PA,10240,Not Legal,At least one SSP in state,5120
Allegheny County,24.6992481203008,PA,10240,Not Legal,At least one SSP in state,5120
Armstrong County,0,PA,10240,Not Legal,At least one SSP in state,5120
Beaver County,24.7706422018349,PA,10240,Not Legal,At least one SSP in state,5120
Bedford County,0,PA,10240,Not Legal,At least one SSP in state,5120
Berks County,35,PA,10240,Not Legal,At least one SSP in state,5120
Blair County,10.7142857142857,PA,10240,Not Legal,At least one SSP in state,5120
Bradford County,0,PA,10240,Not Legal,At least one SSP in state,5120
Bucks County,29.6222664015905,PA,10240,Not Legal,At least one SSP in state,5120
Butler County,8.86075949367089,PA,10240,Not Legal,At least one SSP in state,5120
Cambria County,25.2032520325203,PA,10240,Not Legal,At least one SSP in state,5120
Cameron County,NA,PA,10240,Not Legal,At least one SSP in state,5120
Carbon County,22.2222222222222,PA,10240,Not Legal,At least one SSP in state,5120
Centre County,22.5165562913907,PA,10240,Not Legal,At least one SSP in state,5120
Chester County,35.969387755102,PA,10240,Not Legal,At least one SSP in state,5120
Clarion County,0,PA,10240,Not Legal,At least one SSP in state,5120
Clearfield County,14.5454545454545,PA,10240,Not Legal,At least one SSP in state,5120
Clinton County,0,PA,10240,Not Legal,At least one SSP in state,5120
Columbia County,11.1111111111111,PA,10240,Not Legal,At least one SSP in state,5120
Crawford County,38.3333333333333,PA,10240,Not Legal,At least one SSP in state,5120
Cumberland County,23.8907849829352,PA,10240,Not Legal,At least one SSP in state,5120
Dauphin County,31.8129988597491,PA,10240,Not Legal,At least one SSP in state,5120
Delaware County,42.7194860813704,PA,10240,Not Legal,At least one SSP in state,5120
Elk County,0,PA,10240,Not Legal,At least one SSP in state,5120
Erie County,29.874213836478,PA,10240,Not Legal,At least one SSP in state,5120
Fayette County,9.18367346938776,PA,10240,Not Legal,At least one SSP in state,5120
Forest County,0,PA,10240,Not Legal,At least one SSP in state,5120
Franklin County,33.3333333333333,PA,10240,Not Legal,At least one SSP in state,5120
Fulton County,0,PA,10240,Not Legal,At least one SSP in state,5120
Greene County,0,PA,10240,Not Legal,At least one SSP in state,5120
Huntingdon County,0,PA,10240,Not Legal,At least one SSP in state,5120
Indiana County,0,PA,10240,Not Legal,At least one SSP in state,5120
Jefferson County,0,PA,10240,Not Legal,At least one SSP in state,5120
Juniata County,0,PA,10240,Not Legal,At least one SSP in state,5120
Lackawanna County,34.8122866894198,PA,10240,Not Legal,At least one SSP in state,5120
Lancaster County,32.1579689703808,PA,10240,Not Legal,At least one SSP in state,5120
Lawrence County,14,PA,10240,Not Legal,At least one SSP in state,5120
Lebanon County,36.6412213740458,PA,10240,Not Legal,At least one SSP in state,5120
Lehigh County,37.3706004140787,PA,10240,Not Legal,At least one SSP in state,5120
Luzerne County,34.4827586206897,PA,10240,Not Legal,At least one SSP in state,5120
Lycoming County,23.5294117647059,PA,10240,Not Legal,At least one SSP in state,5120
McKean County,0,PA,10240,Not Legal,At least one SSP in state,5120
Mercer County,8.64197530864197,PA,10240,Not Legal,At least one SSP in state,5120
Mifflin County,0,PA,10240,Not Legal,At least one SSP in state,5120
Monroe County,41.1764705882353,PA,10240,Not Legal,At least one SSP in state,5120
Montgomery County,39.1025641025641,PA,10240,Not Legal,At least one SSP in state,5120
Montour County,0,PA,10240,Not Legal,At least one SSP in state,5120
Northampton County,33.8181818181818,PA,10240,Not Legal,At least one SSP in state,5120
Northumberland County,0,PA,10240,Not Legal,At least one SSP in state,5120
Perry County,0,PA,10240,Not Legal,At least one SSP in state,5120
Philadelphia County,36.4738421703054,PA,10240,Not Legal,At least one SSP in state,5120
Pike County,0,PA,10240,Not Legal,At least one SSP in state,5120
Potter County,NA,PA,10240,Not Legal,At least one SSP in state,5120
Schuylkill County,18.0451127819549,PA,10240,Not Legal,At least one SSP in state,5120
Snyder County,0,PA,10240,Not Legal,At least one SSP in state,5120
Somerset County,10.3448275862069,PA,10240,Not Legal,At least one SSP in state,5120
Sullivan County,0,PA,10240,Not Legal,At least one SSP in state,5120
Susquehanna County,0,PA,10240,Not Legal,At least one SSP in state,5120
Tioga County,0,PA,10240,Not Legal,At least one SSP in state,5120
Union County,0,PA,10240,Not Legal,At least one SSP in state,5120
Venango County,0,PA,10240,Not Legal,At least one SSP in state,5120
Warren County,0,PA,10240,Not Legal,At least one SSP in state,5120
Washington County,19.2307692307692,PA,10240,Not Legal,At least one SSP in state,5120
Wayne County,0,PA,10240,Not Legal,At least one SSP in state,5120
Westmoreland County,18.4210526315789,PA,10240,Not Legal,At least one SSP in state,5120
Wyoming County,0,PA,10240,Not Legal,At least one SSP in state,5120
York County,34.2618384401114,PA,10240,Not Legal,At least one SSP in state,5120
Anderson County,0,TN,4165,Not Legal,At least one SSP in state,4165
Bedford County,10.8695652173913,TN,4165,Not Legal,At least one SSP in state,4165
Benton County,0,TN,4165,Not Legal,At least one SSP in state,4165
Bledsoe County,8.7719298245614,TN,4165,Not Legal,At least one SSP in state,4165
Blount County,23.728813559322,TN,4165,Not Legal,At least one SSP in state,4165
Bradley County,19.2307692307692,TN,4165,Not Legal,At least one SSP in state,4165
Campbell County,0,TN,4165,Not Legal,At least one SSP in state,4165
Cannon County,0,TN,4165,Not Legal,At least one SSP in state,4165
Carroll County,0,TN,4165,Not Legal,At least one SSP in state,4165
Carter County,11.1111111111111,TN,4165,Not Legal,At least one SSP in state,4165
Cheatham County,0,TN,4165,Not Legal,At least one SSP in state,4165
Chester County,0,TN,4165,Not Legal,At least one SSP in state,4165
Claiborne County,0,TN,4165,Not Legal,At least one SSP in state,4165
Clay County,0,TN,4165,Not Legal,At least one SSP in state,4165
Cocke County,19.2307692307692,TN,4165,Not Legal,At least one SSP in state,4165
Coffee County,0,TN,4165,Not Legal,At least one SSP in state,4165
Crockett County,0,TN,4165,Not Legal,At least one SSP in state,4165
Cumberland County,0,TN,4165,Not Legal,At least one SSP in state,4165
Davidson County,23.3159117305459,TN,4165,Not Legal,At least one SSP in state,4165
Decatur County,0,TN,4165,Not Legal,At least one SSP in state,4165
Dekalb County,0,TN,4165,Not Legal,At least one SSP in state,4165
Dickson County,17.741935483871,TN,4165,Not Legal,At least one SSP in state,4165
Dyer County,0,TN,4165,Not Legal,At least one SSP in state,4165
Fayette County,10.1123595505618,TN,4165,Not Legal,At least one SSP in state,4165
Fentress County,0,TN,4165,Not Legal,At least one SSP in state,4165
Franklin County,0,TN,4165,Not Legal,At least one SSP in state,4165
Gibson County,0,TN,4165,Not Legal,At least one SSP in state,4165
Giles County,0,TN,4165,Not Legal,At least one SSP in state,4165
Grainger County,0,TN,4165,Not Legal,At least one SSP in state,4165
Greene County,9.80392156862745,TN,4165,Not Legal,At least one SSP in state,4165
Grundy County,0,TN,4165,Not Legal,At least one SSP in state,4165
Hamblen County,0,TN,4165,Not Legal,At least one SSP in state,4165
Hamilton County,26.463963963964,TN,4165,Not Legal,At least one SSP in state,4165
Hancock County,NA,TN,4165,Not Legal,At least one SSP in state,4165
Hardeman County,0,TN,4165,Not Legal,At least one SSP in state,4165
Hardin County,17.2413793103448,TN,4165,Not Legal,At least one SSP in state,4165
Hawkins County,0,TN,4165,Not Legal,At least one SSP in state,4165
Haywood County,57.7777777777778,TN,4165,Not Legal,At least one SSP in state,4165
Henderson County,0,TN,4165,Not Legal,At least one SSP in state,4165
Henry County,0,TN,4165,Not Legal,At least one SSP in state,4165
Hickman County,0,TN,4165,Not Legal,At least one SSP in state,4165
Houston County,NA,TN,4165,Not Legal,At least one SSP in state,4165
Humphreys County,0,TN,4165,Not Legal,At least one SSP in state,4165
Jackson County,0,TN,4165,Not Legal,At least one SSP in state,4165
Jefferson County,0,TN,4165,Not Legal,At least one SSP in state,4165
Johnson County,0,TN,4165,Not Legal,At least one SSP in state,4165
Knox County,22.4965706447188,TN,4165,Not Legal,At least one SSP in state,4165
Lake County,26.6666666666667,TN,4165,Not Legal,At least one SSP in state,4165
